old_url,status,canonical,content_type,action,new_url,redirect_code,template,indexability,notes
https://envintglobal.com/carbon-accounting-a-practical-guide/,200,https://envintglobal.com/carbon-accounting-a-practical-guide/,Insight / Article,KEEP,/carbon-accounting-a-practical-guide/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/eu-cbam-compliance-guide/,200,https://envintglobal.com/eu-cbam-compliance-guide/,Insight / Article,KEEP,/eu-cbam-compliance-guide/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/how-to-become-an-esg-analyst/,200,https://envintglobal.com/how-to-become-an-esg-analyst/,Insight / Article,KEEP,/how-to-become-an-esg-analyst/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/esg-reporting-in-india-past-and-present/,200,https://envintglobal.com/esg-reporting-in-india-past-and-present/,Insight / Article,KEEP,/esg-reporting-in-india-past-and-present/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/integrated-sustainability-and-esg-services/,200,https://envintglobal.com/integrated-sustainability-and-esg-services/,Insight / Article,KEEP,/integrated-sustainability-and-esg-services/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/indias-new-labour-codes/,200,https://envintglobal.com/indias-new-labour-codes/,Insight / Article,KEEP,/indias-new-labour-codes/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/climate-risk-assessment-a-strategic-guide-for-businesses/,200,https://envintglobal.com/climate-risk-assessment-a-strategic-guide-for-businesses/,Insight / Article,KEEP,/climate-risk-assessment-a-strategic-guide-for-businesses/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/ecovadis-advancing-esg-across-the-supply-chain/,200,https://envintglobal.com/ecovadis-advancing-esg-across-the-supply-chain/,Insight / Article,KEEP,/ecovadis-advancing-esg-across-the-supply-chain/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/sbti-financial-institutions-net-zero-standard/,200,https://envintglobal.com/sbti-financial-institutions-net-zero-standard/,Insight / Article,KEEP,/sbti-financial-institutions-net-zero-standard/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/impact-reporting-a-practical-guide/,200,https://envintglobal.com/impact-reporting-a-practical-guide/,Insight / Article,KEEP,/impact-reporting-a-practical-guide/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/cdp-reporting-disclosing-climate-impacts/,200,https://envintglobal.com/cdp-reporting-disclosing-climate-impacts/,Insight / Article,KEEP,/cdp-reporting-disclosing-climate-impacts/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/esg-risk-assessment-a-complete-guide/,200,https://envintglobal.com/esg-risk-assessment-a-complete-guide/,Insight / Article,KEEP,/esg-risk-assessment-a-complete-guide/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/choosing-the-right-esg-consulting-firm/,200,https://envintglobal.com/choosing-the-right-esg-consulting-firm/,Insight / Article,KEEP,/choosing-the-right-esg-consulting-firm/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/esg-compliance-in-india-key-guidelines/,200,https://envintglobal.com/esg-compliance-in-india-key-guidelines/,Insight / Article,KEEP,/esg-compliance-in-india-key-guidelines/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/esg-reporting/,200,https://envintglobal.com/esg-reporting/,Insight / Article,KEEP,/esg-reporting/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/indias-climate-finance-taxonomy/,200,https://envintglobal.com/indias-climate-finance-taxonomy/,Insight / Article,KEEP,/indias-climate-finance-taxonomy/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/indias-carbon-credit-offset-mechanism-bees-new-guidelines-for-a-credible-carbon-market/,200,https://envintglobal.com/indias-carbon-credit-offset-mechanism-bees-new-guidelines-for-a-credible-carbon-market/,Insight / Article,KEEP,/indias-carbon-credit-offset-mechanism-bees-new-guidelines-for-a-credible-carbon-market/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/what-is-an-environmental-product-declaration-epd/,200,https://envintglobal.com/what-is-an-environmental-product-declaration-epd/,Insight / Article,KEEP,/what-is-an-environmental-product-declaration-epd/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/gresb-setting-the-global-esg-benchmark-for-real-estate-and-infrastructure/,200,https://envintglobal.com/gresb-setting-the-global-esg-benchmark-for-real-estate-and-infrastructure/,Insight / Article,KEEP,/gresb-setting-the-global-esg-benchmark-for-real-estate-and-infrastructure/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/life-cycle-assessment-lca/,200,https://envintglobal.com/life-cycle-assessment-lca/,Insight / Article,KEEP,/life-cycle-assessment-lca/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/sbtis-corporate-net-zero-standard-version-2/,200,https://envintglobal.com/sbtis-corporate-net-zero-standard-version-2/,Insight / Article,KEEP,/sbtis-corporate-net-zero-standard-version-2/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/brsr-compliance-for-the-top-1000-listed-entities/,200,https://envintglobal.com/brsr-compliance-for-the-top-1000-listed-entities/,Insight / Article,KEEP,/brsr-compliance-for-the-top-1000-listed-entities/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/sustainability-reporting/,200,https://envintglobal.com/sustainability-reporting/,Insight / Article,KEEP,/sustainability-reporting/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/epd-vs-pcf-differences-and-benefits-for-product-sustainability/,200,https://envintglobal.com/epd-vs-pcf-differences-and-benefits-for-product-sustainability/,Insight / Article,KEEP,/epd-vs-pcf-differences-and-benefits-for-product-sustainability/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/lca-pcf-and-epd-for-product-sustainability/,200,https://envintglobal.com/lca-pcf-and-epd-for-product-sustainability/,Insight / Article,KEEP,/lca-pcf-and-epd-for-product-sustainability/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/indias-carbon-market-potential-catalyst-for-sustainable-development/,200,https://envintglobal.com/indias-carbon-market-potential-catalyst-for-sustainable-development/,Insight / Article,KEEP,/indias-carbon-market-potential-catalyst-for-sustainable-development/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/brsr-for-value-chain-compliance-and-implementation/,200,https://envintglobal.com/brsr-for-value-chain-compliance-and-implementation/,Insight / Article,KEEP,/brsr-for-value-chain-compliance-and-implementation/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/ccpas_greenwashing_guidelines/,200,https://envintglobal.com/ccpas_greenwashing_guidelines/,Insight / Article,KEEP,/ccpas_greenwashing_guidelines/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/upskilling-with-green/,200,https://envintglobal.com/upskilling-with-green/,Insight / Article,KEEP,/upskilling-with-green/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/brsr-getting-ready-for-round-2/,200,https://envintglobal.com/brsr-getting-ready-for-round-2/,Insight / Article,KEEP,/brsr-getting-ready-for-round-2/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/a-season-of-environment-orders/,200,https://envintglobal.com/a-season-of-environment-orders/,Insight / Article,KEEP,/a-season-of-environment-orders/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/the-journey-to-transformative-impact-begins-with-good-intentions/,200,https://envintglobal.com/the-journey-to-transformative-impact-begins-with-good-intentions/,Insight / Article,KEEP,/the-journey-to-transformative-impact-begins-with-good-intentions/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/esg-risk-assessment/,200,https://envintglobal.com/esg-risk-assessment/,Insight / Article,KEEP,/esg-risk-assessment/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/move-towards-standardization-of-sustainability-reporting/,200,https://envintglobal.com/move-towards-standardization-of-sustainability-reporting/,Insight / Article,KEEP,/move-towards-standardization-of-sustainability-reporting/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/environmental-sustainability-in-india-build-back-better/,200,https://envintglobal.com/environmental-sustainability-in-india-build-back-better/,Insight / Article,KEEP,/environmental-sustainability-in-india-build-back-better/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/policy-actions-for-clean-water-post-covid/,200,https://envintglobal.com/policy-actions-for-clean-water-post-covid/,Insight / Article,KEEP,/policy-actions-for-clean-water-post-covid/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/climate-sdgs-more-needed-beyond-the-union-budgets-sprinkling-of-schemes/,200,https://envintglobal.com/climate-sdgs-more-needed-beyond-the-union-budgets-sprinkling-of-schemes/,Insight / Article,KEEP,/climate-sdgs-more-needed-beyond-the-union-budgets-sprinkling-of-schemes/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/sewage-and-its-hidden-value/,200,https://envintglobal.com/sewage-and-its-hidden-value/,Insight / Article,KEEP,/sewage-and-its-hidden-value/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/niti-aayog-cwrm-and-the-missing-industrial-link/,200,https://envintglobal.com/niti-aayog-cwrm-and-the-missing-industrial-link/,Insight / Article,KEEP,/niti-aayog-cwrm-and-the-missing-industrial-link/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/the-water-case-for-renewable-energy/,200,https://envintglobal.com/the-water-case-for-renewable-energy/,Insight / Article,KEEP,/the-water-case-for-renewable-energy/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/planning-to-reuse-the-last-drop/,200,https://envintglobal.com/planning-to-reuse-the-last-drop/,Insight / Article,KEEP,/planning-to-reuse-the-last-drop/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/a-vision-for-waste-management-in-india/,200,https://envintglobal.com/a-vision-for-waste-management-in-india/,Insight / Article,KEEP,/a-vision-for-waste-management-in-india/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/a-unified-water-ministry-is-a-good-idea/,200,https://envintglobal.com/a-unified-water-ministry-is-a-good-idea/,Insight / Article,KEEP,/a-unified-water-ministry-is-a-good-idea/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/the-future-is-in-plastics-again/,200,https://envintglobal.com/the-future-is-in-plastics-again/,Insight / Article,KEEP,/the-future-is-in-plastics-again/,,ArticleDetailTemplate,INDEXABLE,Published Insight / Thought Leadership article (54 total published posts)
https://envintglobal.com/,200,https://envintglobal.com/,Core Page,KEEP,/,,HomeTemplate,INDEXABLE,Homepage - Primary corporate landing page
https://envintglobal.com/esq/,200,https://envintglobal.com/esq/,Core Page,KEEP,/esq/,,NewsletterTemplate,INDEXABLE,ESQ Newsletter subscription landing page
https://envintglobal.com/sustainability-integration/,200,https://envintglobal.com/sustainability-integration/,Service Page,KEEP,/sustainability-integration/,,ServiceDetailTemplate,INDEXABLE,Core Service pillar: sustainability-integration
https://envintglobal.com/climate-action/,200,https://envintglobal.com/climate-action/,Service Page,KEEP,/climate-action/,,ServiceDetailTemplate,INDEXABLE,Core Service pillar: climate-action
https://envintglobal.com/impact/,200,https://envintglobal.com/impact/,Core Page,KEEP,/impact/,,ImpactListingTemplate,INDEXABLE,Impact case study portfolio hub with filterable sector/theme tags
https://envintglobal.com/responsible-investment/,200,https://envintglobal.com/responsible-investment/,Service Page,KEEP,/responsible-investment/,,ServiceDetailTemplate,INDEXABLE,Core Service pillar: responsible-investment
https://envintglobal.com/mapsense/,200,https://envintglobal.com/mapsense/,Product Page,KEEP,/mapsense/,,ProductLandingTemplate,INDEXABLE,Mapsense Environmental & Social Screening Tool landing page
https://envintglobal.com/connect/,200,https://envintglobal.com/connect/,Core Page,KEEP,/connect/,,ContactTemplate,INDEXABLE,Contact & Connect page with lead generation form
https://envintglobal.com/about/,200,https://envintglobal.com/about/,Core Page,KEEP,/about/,,AboutTemplate,INDEXABLE,"About Us page with mission, vision, values, and leadership grid (including Anand Krishnamurthy)"
https://envintglobal.com/careers-at-envint/,200,https://envintglobal.com/careers-at-envint/,Core Page,KEEP,/careers-at-envint/,,CareersTemplate,INDEXABLE,Canonical careers and culture page
https://envintglobal.com/services/,200,https://envintglobal.com/services/,Core Page,KEEP,/services/,,ServicesLandingTemplate,INDEXABLE,Services overview hub and capability pillars
https://envintglobal.com/enviki/,200,https://envintglobal.com/enviki/,Insights Hub / Category Hub,KEEP,/enviki/,,InsightsHubTemplate,INDEXABLE,Knowledge base / thought leadership hub: enviki
https://envintglobal.com/envision/,200,https://envintglobal.com/envision/,Insights Hub / Category Hub,KEEP,/envision/,,InsightsHubTemplate,INDEXABLE,Knowledge base / thought leadership hub: envision
https://envintglobal.com/glossary-zone/,200,https://envintglobal.com/glossary-zone/,Insights Hub / Category Hub,KEEP,/glossary-zone/,,InsightsHubTemplate,INDEXABLE,Knowledge base / thought leadership hub: glossary-zone
https://envintglobal.com/behind-the-buzz/,200,https://envintglobal.com/behind-the-buzz/,Insights Hub / Category Hub,KEEP,/behind-the-buzz/,,InsightsHubTemplate,INDEXABLE,Knowledge base / thought leadership hub: behind-the-buzz
https://envintglobal.com/how-to-articles/,200,https://envintglobal.com/how-to-articles/,Insights Hub / Category Hub,KEEP,/how-to-articles/,,InsightsHubTemplate,INDEXABLE,Knowledge base / thought leadership hub: how-to-articles
https://envintglobal.com/impact/brsr-reporting-nbfc/,200,https://envintglobal.com/impact/brsr-reporting-nbfc/,Impact Case Study,KEEP,/impact/brsr-reporting-nbfc/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/sustainability-reporting-for-a-re-developer/,200,https://envintglobal.com/impact/sustainability-reporting-for-a-re-developer/,Impact Case Study,KEEP,/impact/sustainability-reporting-for-a-re-developer/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/scope-3-emissions-assessment-for-data-centres/,200,https://envintglobal.com/impact/scope-3-emissions-assessment-for-data-centres/,Impact Case Study,KEEP,/impact/scope-3-emissions-assessment-for-data-centres/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/es-risks-for-large-green-ammonia-plant/,200,https://envintglobal.com/impact/es-risks-for-large-green-ammonia-plant/,Impact Case Study,KEEP,/impact/es-risks-for-large-green-ammonia-plant/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/esms-performance-for-national-highway-projects/,200,https://envintglobal.com/impact/esms-performance-for-national-highway-projects/,Impact Case Study,KEEP,/impact/esms-performance-for-national-highway-projects/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/market-assessment-biodegradable-plastics/,200,https://envintglobal.com/impact/market-assessment-biodegradable-plastics/,Impact Case Study,KEEP,/impact/market-assessment-biodegradable-plastics/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/footprinting-decarbonisation-indian-corporates/,200,https://envintglobal.com/impact/footprinting-decarbonisation-indian-corporates/,Impact Case Study,KEEP,/impact/footprinting-decarbonisation-indian-corporates/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/es-due-diligence-human-rights-assessment/,200,https://envintglobal.com/impact/es-due-diligence-human-rights-assessment/,Impact Case Study,KEEP,/impact/es-due-diligence-human-rights-assessment/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/esg-due-diligence-healthcare-delivery/,200,https://envintglobal.com/impact/esg-due-diligence-healthcare-delivery/,Impact Case Study,KEEP,/impact/esg-due-diligence-healthcare-delivery/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/climate-risk-assessment-tcfd-real-estate-developers/,200,https://envintglobal.com/impact/climate-risk-assessment-tcfd-real-estate-developers/,Impact Case Study,KEEP,/impact/climate-risk-assessment-tcfd-real-estate-developers/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/responsible-investment-healthcare-focussed-pe-firm/,200,https://envintglobal.com/impact/responsible-investment-healthcare-focussed-pe-firm/,Impact Case Study,KEEP,/impact/responsible-investment-healthcare-focussed-pe-firm/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/due-diligence-business-esg-regenerative-agriculture/,200,https://envintglobal.com/impact/due-diligence-business-esg-regenerative-agriculture/,Impact Case Study,KEEP,/impact/due-diligence-business-esg-regenerative-agriculture/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/esg-risk-assessment-bfsi-sector/,200,https://envintglobal.com/impact/esg-risk-assessment-bfsi-sector/,Impact Case Study,KEEP,/impact/esg-risk-assessment-bfsi-sector/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/knowledge-workshop-global-climate-fund/,200,https://envintglobal.com/impact/knowledge-workshop-global-climate-fund/,Impact Case Study,KEEP,/impact/knowledge-workshop-global-climate-fund/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/risk-assessment-management-agri-impact-fund/,200,https://envintglobal.com/impact/risk-assessment-management-agri-impact-fund/,Impact Case Study,KEEP,/impact/risk-assessment-management-agri-impact-fund/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/livelihood-enhancement-program-national-highway/,200,https://envintglobal.com/impact/livelihood-enhancement-program-national-highway/,Impact Case Study,KEEP,/impact/livelihood-enhancement-program-national-highway/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/human-rights-assessment-gems-jewellery/,200,https://envintglobal.com/impact/human-rights-assessment-gems-jewellery/,Impact Case Study,KEEP,/impact/human-rights-assessment-gems-jewellery/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/entry-strategy-electric-mobility-charging/,200,https://envintglobal.com/impact/entry-strategy-electric-mobility-charging/,Impact Case Study,KEEP,/impact/entry-strategy-electric-mobility-charging/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/esg-due-diligences-multiple-deep-tech-businesses/,200,https://envintglobal.com/impact/esg-due-diligences-multiple-deep-tech-businesses/,Impact Case Study,KEEP,/impact/esg-due-diligences-multiple-deep-tech-businesses/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/materiality-issues-sector-research-real-estate/,200,https://envintglobal.com/impact/materiality-issues-sector-research-real-estate/,Impact Case Study,KEEP,/impact/materiality-issues-sector-research-real-estate/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/desk-based-due-diligence-rare-metals-supply-chain/,200,https://envintglobal.com/impact/desk-based-due-diligence-rare-metals-supply-chain/,Impact Case Study,KEEP,/impact/desk-based-due-diligence-rare-metals-supply-chain/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/esg-database-voluntary-sustainability-standards/,200,https://envintglobal.com/impact/esg-database-voluntary-sustainability-standards/,Impact Case Study,KEEP,/impact/esg-database-voluntary-sustainability-standards/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/water-wastewater-india-partnership/,200,https://envintglobal.com/impact/water-wastewater-india-partnership/,Impact Case Study,KEEP,/impact/water-wastewater-india-partnership/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/dutch-mnc-in-plastic-packaging-sector/,200,https://envintglobal.com/impact/dutch-mnc-in-plastic-packaging-sector/,Impact Case Study,KEEP,/impact/dutch-mnc-in-plastic-packaging-sector/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/gresb-assessment-multiple-re-developers/,200,https://envintglobal.com/impact/gresb-assessment-multiple-re-developers/,Impact Case Study,KEEP,/impact/gresb-assessment-multiple-re-developers/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/impact/market-assessment-recycling-end-of-life-vehicles/,200,https://envintglobal.com/impact/market-assessment-recycling-end-of-life-vehicles/,Impact Case Study,KEEP,/impact/market-assessment-recycling-end-of-life-vehicles/,,ImpactDetailTemplate,INDEXABLE,Individual client case study detail page (26 total published CPTs)
https://envintglobal.com/member/,200,https://envintglobal.com/member/,Archive / CPT Base,301_REDIRECT,/about/,301,N/A,NOINDEX,WordPress CPT archive base root - 301 redirect to /about/ team section
https://envintglobal.com/member/aseem-dixit/,200,https://envintglobal.com/member/aseem-dixit/,Team Member Profile,KEEP,/member/aseem-dixit/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/swati-verma/,200,https://envintglobal.com/member/swati-verma/,Team Member Profile,KEEP,/member/swati-verma/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/arthita-ray/,200,https://envintglobal.com/member/arthita-ray/,Team Member Profile,KEEP,/member/arthita-ray/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/vidisha-somashekar/,200,https://envintglobal.com/member/vidisha-somashekar/,Team Member Profile,KEEP,/member/vidisha-somashekar/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/suktara-chakraborti/,200,https://envintglobal.com/member/suktara-chakraborti/,Team Member Profile,KEEP,/member/suktara-chakraborti/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/mabelle-david/,200,https://envintglobal.com/member/mabelle-david/,Team Member Profile,KEEP,/member/mabelle-david/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/kavya-singh/,200,https://envintglobal.com/member/kavya-singh/,Team Member Profile,KEEP,/member/kavya-singh/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/jay-monga/,200,https://envintglobal.com/member/jay-monga/,Team Member Profile,KEEP,/member/jay-monga/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/fiona-mathias/,200,https://envintglobal.com/member/fiona-mathias/,Team Member Profile,KEEP,/member/fiona-mathias/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/abhishek-bhure/,200,https://envintglobal.com/member/abhishek-bhure/,Team Member Profile,KEEP,/member/abhishek-bhure/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
